Id,Sales
1,5606.147540983607
2,4536.048076923077
3,5606.147540983607
4,4536.048076923077
5,5606.147540983607
6,4536.048076923077
7,5606.147540983607
8,7111.087912087912
9,5651.078125
10,7111.087912087912
11,5651.078125
12,7111.087912087912
13,5651.078125
14,7111.087912087912
15,8219.274509803921
16,7020.393939393939
17,8219.274509803921
18,7020.393939393939
19,8219.274509803921
20,7020.393939393939
21,8219.274509803921
22,6939.35294117647
23,6166.6274509803925
24,6939.35294117647
25,6166.6274509803925
26,6939.35294117647
27,6166.6274509803925
28,6939.35294117647
29,5440.604938271605
30,4719.3375
31,5440.604938271605
32,4719.3375
33,5440.604938271605
34,4719.3375
35,5440.604938271605
36,5753.595959595959
37,5027.1648351648355
38,5753.595959595959
39,5027.1648351648355
40,5753.595959595959
41,5027.1648351648355
42,5753.595959595959
43,9156.29411764706
44,8499.076923076924
45,9156.29411764706
46,8499.076923076924
47,9156.29411764706
48,8499.076923076924
49,9156.29411764706
50,7699.313432835821
51,6550.766666666666
52,7699.313432835821
53,6550.766666666666
54,7699.313432835821
55,6550.766666666666
56,7699.313432835821
57,3582.0
58,3238.1111111111113
59,3582.0
60,3238.1111111111113
61,3582.0
62,3238.1111111111113
63,3582.0
64,6221.355421686747
65,5400.907407407408
66,6221.355421686747
67,5400.907407407408
68,6221.355421686747
69,5400.907407407408
70,6221.355421686747
71,6303.464912280701
72,5380.95
73,6303.464912280701
74,5380.95
75,6303.464912280701
76,5380.95
77,6303.464912280701
78,7663.123456790124
79,6479.489361702128
80,7663.123456790124
81,6479.489361702128
82,7663.123456790124
83,6479.489361702128
84,7663.123456790124
85,6121.215053763441
86,5193.581081081081
87,6121.215053763441
88,5193.581081081081
89,6121.215053763441
90,5193.581081081081
91,6121.215053763441
92,8094.490909090909
93,6942.791666666667
94,8094.490909090909
95,6942.791666666667
96,8094.490909090909
97,6942.791666666667
98,8094.490909090909
99,4867.054545454545
100,4347.670886075949
101,4867.054545454545
102,4347.670886075949
103,4867.054545454545
104,4347.670886075949
105,4867.054545454545
106,4894.548672566371
107,4382.48322147651
108,4894.548672566371
109,4382.48322147651
110,4894.548672566371
111,4382.48322147651
112,4894.548672566371
113,4743.32967032967
114,4228.946107784431
115,4743.32967032967
116,4228.946107784431
117,4743.32967032967
118,4228.946107784431
119,4743.32967032967
120,7296.977777777778
121,6117.892857142857
122,7296.977777777778
123,6117.892857142857
124,7296.977777777778
125,6117.892857142857
126,7296.977777777778
127,12255.111111111111
128,10325.272727272728
129,12255.111111111111
130,10325.272727272728
131,12255.111111111111
132,10325.272727272728
133,12255.111111111111
134,8304.063829787234
135,7000.0
136,8304.063829787234
137,7000.0
138,8304.063829787234
139,7000.0
140,8304.063829787234
141,5856.797029702971
142,5199.425414364641
143,5856.797029702971
144,5199.425414364641
145,5856.797029702971
146,5199.425414364641
147,5856.797029702971
148,7179.704545454545
149,6140.693548387097
150,7179.704545454545
151,6140.693548387097
152,7179.704545454545
153,6140.693548387097
154,7179.704545454545
155,5705.913978494624
156,5049.207317073171
157,5705.913978494624
158,5049.207317073171
159,5705.913978494624
160,5049.207317073171
161,5705.913978494624
162,4932.631578947368
163,4351.108108108108
164,4932.631578947368
165,4351.108108108108
166,4932.631578947368
167,4351.108108108108
168,4932.631578947368
169,7401.86170212766
170,6059.103448275862
171,7401.86170212766
172,6059.103448275862
173,7401.86170212766
174,6059.103448275862
175,7401.86170212766
176,6865.606060606061
177,5659.407407407408
178,6865.606060606061
179,5659.407407407408
180,6865.606060606061
181,5659.407407407408
182,6865.606060606061
183,8592.16
184,7266.166666666667
185,8592.16
186,7266.166666666667
187,8592.16
188,7266.166666666667
189,8592.16
190,4775.816666666667
191,4414.740740740741
192,4775.816666666667
193,4414.740740740741
194,4775.816666666667
195,4414.740740740741
196,4775.816666666667
197,5902.659090909091
198,4993.936936936937
199,5902.659090909091
200,4993.936936936937
201,5902.659090909091
202,4993.936936936937
203,5902.659090909091
204,6003.434782608696
205,5386.038961038961
206,6003.434782608696
207,5386.038961038961
208,6003.434782608696
209,5386.038961038961
210,6003.434782608696
211,3947.818181818182
212,3597.5
213,3947.818181818182
214,3597.5
215,3947.818181818182
216,3597.5
217,3947.818181818182
218,8516.935483870968
219,7671.285714285715
220,8516.935483870968
221,7671.285714285715
222,8516.935483870968
223,7671.285714285715
224,8516.935483870968
225,5999.758620689655
226,5214.393617021276
227,5999.758620689655
228,5214.393617021276
229,5999.758620689655
230,5214.393617021276
231,5999.758620689655
232,4302.225806451613
233,3743.785714285714
234,4302.225806451613
235,3743.785714285714
236,4302.225806451613
237,3743.785714285714
238,4302.225806451613
239,5951.290697674419
240,4894.416666666667
241,5951.290697674419
242,4894.416666666667
243,5951.290697674419
244,4894.416666666667
245,5951.290697674419
246,8250.559322033898
247,7071.176470588235
248,8250.559322033898
249,7071.176470588235
250,8250.559322033898
251,7071.176470588235
252,8250.559322033898
253,4459.90243902439
254,4212.287671232877
255,4459.90243902439
256,4212.287671232877
257,4459.90243902439
258,4212.287671232877
259,4459.90243902439
260,5149.666666666667
261,4417.511111111111
262,5149.666666666667
263,4417.511111111111
264,5149.666666666667
265,4417.511111111111
266,5149.666666666667
267,3708.076923076923
268,3190.8846153846152
269,3708.076923076923
270,3190.8846153846152
271,3708.076923076923
272,3190.8846153846152
273,3708.076923076923
274,4932.631578947368
275,4351.108108108108
276,4932.631578947368
277,4351.108108108108
278,4932.631578947368
279,4351.108108108108
280,4932.631578947368
281,5229.62
282,4329.938271604939
283,5229.62
284,4329.938271604939
285,5229.62
286,4329.938271604939
287,5229.62
288,5915.440860215053
289,4894.25
290,5915.440860215053
291,4894.25
292,5915.440860215053
293,4894.25
294,5915.440860215053
295,4901.857142857143
296,4390.826666666667
297,4901.857142857143
298,4390.826666666667
299,4901.857142857143
300,4390.826666666667
301,4901.857142857143
302,4894.548672566371
303,4382.48322147651
304,4894.548672566371
305,4382.48322147651
306,4894.548672566371
307,4382.48322147651
308,4894.548672566371
309,5294.672413793103
310,4570.757894736842
311,5294.672413793103
312,4570.757894736842
313,5294.672413793103
314,4570.757894736842
315,5294.672413793103
316,6772.8359788359785
317,5845.560344827586
318,6772.8359788359785
319,5845.560344827586
320,6772.8359788359785
321,5845.560344827586
322,6772.8359788359785
323,6106.949494949495
324,5331.690476190476
325,6106.949494949495
326,5331.690476190476
327,6106.949494949495
328,5331.690476190476
329,6106.949494949495
330,7458.298850574713
331,6192.416666666667
332,7458.298850574713
333,6192.416666666667
334,7458.298850574713
335,6192.416666666667
336,7458.298850574713
337,5290.053333333333
338,4466.674418604651
339,5290.053333333333
340,4466.674418604651
341,5290.053333333333
342,4466.674418604651
343,5290.053333333333
344,7426.909638554217
345,6091.290598290599
346,7426.909638554217
347,6091.290598290599
348,7426.909638554217
349,6091.290598290599
350,7426.909638554217
351,9733.04347826087
352,7730.76
353,9733.04347826087
354,7730.76
355,9733.04347826087
356,7730.76
357,9733.04347826087
358,9013.027777777777
359,8682.1
360,9013.027777777777
361,8682.1
362,9013.027777777777
363,8682.1
364,9013.027777777777
365,6303.464912280701
366,5380.95
367,6303.464912280701
368,5380.95
369,6303.464912280701
370,5380.95
371,6303.464912280701
372,6759.574468085107
373,5798.584415584415
374,6759.574468085107
375,5798.584415584415
376,6759.574468085107
377,5798.584415584415
378,6759.574468085107
379,4956.553191489362
380,4274.983606557377
381,4956.553191489362
382,4274.983606557377
383,4956.553191489362
384,4274.983606557377
385,4956.553191489362
386,5405.594936708861
387,4416.693181818182
388,5405.594936708861
389,4416.693181818182
390,5405.594936708861
391,4416.693181818182
392,5405.594936708861
393,7515.3057324840765
394,6234.663461538462
395,7515.3057324840765
396,6234.663461538462
397,7515.3057324840765
398,6234.663461538462
399,7515.3057324840765
400,6105.95
401,5111.55737704918
402,6105.95
403,5111.55737704918
404,6105.95
405,5111.55737704918
406,6105.95
407,7684.088607594937
408,6569.428571428572
409,7684.088607594937
410,6569.428571428572
411,7684.088607594937
412,6569.428571428572
413,7684.088607594937
414,6074.666666666667
415,5271.377551020408
416,6074.666666666667
417,5271.377551020408
418,6074.666666666667
419,5271.377551020408
420,6074.666666666667
421,5667.4
422,4602.711340206186
423,5667.4
424,4602.711340206186
425,5667.4
426,4602.711340206186
427,5667.4
428,5451.193181818182
429,4580.375
430,5451.193181818182
431,4580.375
432,5451.193181818182
433,4580.375
434,5451.193181818182
435,5070.5
436,4387.524390243902
437,5070.5
438,4387.524390243902
439,5070.5
440,4387.524390243902
441,5070.5
442,7685.606060606061
443,6617.325
444,7685.606060606061
445,6617.325
446,7685.606060606061
447,6617.325
448,7685.606060606061
449,3738.1666666666665
450,3147.1153846153848
451,3738.1666666666665
452,3147.1153846153848
453,3738.1666666666665
454,3147.1153846153848
455,3738.1666666666665
456,10369.625
457,9298.285714285714
458,10369.625
459,9298.285714285714
460,10369.625
461,9298.285714285714
462,10369.625
463,5799.0329670329675
464,4701.928571428572
465,5799.0329670329675
466,4701.928571428572
467,5799.0329670329675
468,4701.928571428572
469,5799.0329670329675
470,5893.360824742268
471,5051.739583333333
472,5893.360824742268
473,5051.739583333333
474,5893.360824742268
475,5051.739583333333
476,5893.360824742268
477,8905.882352941177
478,6941.038461538462
479,8905.882352941177
480,6941.038461538462
481,8905.882352941177
482,6941.038461538462
483,8905.882352941177
484,5811.659340659341
485,4958.1506849315065
486,5811.659340659341
487,4958.1506849315065
488,5811.659340659341
489,4958.1506849315065
490,5811.659340659341
491,5239.569230769231
492,4457.75
493,5239.569230769231
494,4457.75
495,5239.569230769231
496,4457.75
497,5239.569230769231
498,5989.75
499,5088.787234042553
500,5989.75
501,5088.787234042553
502,5989.75
503,5088.787234042553
504,5989.75
505,6172.288888888889
506,5460.453333333333
507,6172.288888888889
508,5460.453333333333
509,6172.288888888889
510,5460.453333333333
511,6172.288888888889
512,4261.864864864865
513,4033.8676470588234
514,4261.864864864865
515,4033.8676470588234
516,4261.864864864865
517,4033.8676470588234
518,4261.864864864865
519,4593.310344827586
520,3804.3793103448274
521,4593.310344827586
522,3804.3793103448274
523,4593.310344827586
524,3804.3793103448274
525,4593.310344827586
526,5940.106382978724
527,5034.553846153846
528,5940.106382978724
529,5034.553846153846
530,5940.106382978724
531,5034.553846153846
532,5940.106382978724
533,7023.091954022989
534,5791.934426229508
535,7023.091954022989
536,5791.934426229508
537,7023.091954022989
538,5791.934426229508
539,7023.091954022989
540,8703.678899082568
541,6873.170212765957
542,8703.678899082568
543,6873.170212765957
544,8703.678899082568
545,6873.170212765957
546,8703.678899082568
547,5371.352112676056
548,4579.3725490196075
549,5371.352112676056
550,4579.3725490196075
551,5371.352112676056
552,4579.3725490196075
553,5371.352112676056
554,7761.148148148148
555,6923.416666666667
556,7761.148148148148
557,6923.416666666667
558,7761.148148148148
559,6923.416666666667
560,7761.148148148148
561,7195.704545454545
562,6155.311111111111
563,7195.704545454545
564,6155.311111111111
565,7195.704545454545
566,6155.311111111111
567,7195.704545454545
568,6823.990476190476
569,5892.5
570,6823.990476190476
571,5892.5
572,6823.990476190476
573,5892.5
574,6823.990476190476
575,6220.028301886792
576,5179.787878787879
577,6220.028301886792
578,5179.787878787879
579,6220.028301886792
580,5179.787878787879
581,6220.028301886792
582,5750.853535353535
583,4899.6
584,5750.853535353535
585,4899.6
586,5750.853535353535
587,4899.6
588,5750.853535353535
589,6780.677777777778
590,6020.333333333333
591,6780.677777777778
592,6020.333333333333
593,6780.677777777778
594,6020.333333333333
595,6780.677777777778
596,5953.366492146597
597,5148.251461988304
598,5953.366492146597
599,5148.251461988304
600,5953.366492146597
601,5148.251461988304
602,5953.366492146597
603,5036.117647058823
604,4249.835443037975
605,5036.117647058823
606,4249.835443037975
607,5036.117647058823
608,4249.835443037975
609,5036.117647058823
610,5093.476190476191
611,4548.815217391304
612,5093.476190476191
613,4548.815217391304
614,5093.476190476191
615,4548.815217391304
616,5093.476190476191
617,6074.666666666667
618,5271.377551020408
619,6074.666666666667
620,5271.377551020408
621,6074.666666666667
622,5271.377551020408
623,6074.666666666667
624,6223.740196078431
625,5417.040697674419
626,6223.740196078431
627,5417.040697674419
628,6223.740196078431
629,5417.040697674419
630,6223.740196078431
631,5902.659090909091
632,4993.936936936937
633,5902.659090909091
634,4993.936936936937
635,5902.659090909091
636,4993.936936936937
637,5902.659090909091
638,7631.902777777777
639,6149.734693877551
640,7631.902777777777
641,6149.734693877551
642,7631.902777777777
643,6149.734693877551
644,7631.902777777777
645,5185.0526315789475
646,4266.0125
647,5185.0526315789475
648,4266.0125
649,5185.0526315789475
650,4266.0125
651,5185.0526315789475
652,5270.755905511811
653,4616.994475138122
654,5270.755905511811
655,4616.994475138122
656,5270.755905511811
657,4616.994475138122
658,5270.755905511811
659,5930.433333333333
660,4812.876404494382
661,5930.433333333333
662,4812.876404494382
663,5930.433333333333
664,4812.876404494382
665,5930.433333333333
666,5752.25
667,4819.536585365854
668,5752.25
669,4819.536585365854
670,5752.25
671,4819.536585365854
672,5752.25
673,9733.04347826087
674,7730.76
675,9733.04347826087
676,7730.76
677,9733.04347826087
678,7730.76
679,9733.04347826087
680,5680.76
681,4783.836956521739
682,5680.76
683,4783.836956521739
684,5680.76
685,4783.836956521739
686,5680.76
687,5405.594936708861
688,4416.693181818182
689,5405.594936708861
690,4416.693181818182
691,5405.594936708861
692,4416.693181818182
693,5405.594936708861
694,5397.493670886076
695,4540.968421052631
696,5397.493670886076
697,4540.968421052631
698,5397.493670886076
699,4540.968421052631
700,5397.493670886076
701,5042.873015873016
702,4463.897727272727
703,5042.873015873016
704,4463.897727272727
705,5042.873015873016
706,4463.897727272727
